case_id,title,correlation_type,status,source,result_summary
70,"DOW-UAP-D61, Mission Report, Arabian Gulf, August 2020",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
71,"DOW-UAP-D62, Mission Report, Strait of Hormuz, September 2020",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
72,"DOW-UAP-D63, Mission Report, Strait of Hormuz, October 2020",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
73,"DOW-UAP-D64, Mission Report, Iran, November 2020",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
74,"DOW-UAP-D65, Mission Report, Arabian Gulf, July 2020",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
76,"DOW-UAP-D74, Mission Report, Syria, November 2023",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
77,"DOW-UAP-D75, Mission Report, Gulf of Aden, July 2024",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
107,"FBI Photo A1",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
108,"FBI Photo A2",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
109,"FBI Photo A3",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
110,"FBI Photo A4",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
111,"FBI Photo A5",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
112,"FBI Photo A6",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
113,"FBI Photo A7",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
114,"FBI Photo A8",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
115,"FBI Photo B1",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
116,"FBI Photo B10",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
117,"FBI Photo B11",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
118,"FBI Photo B12",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
119,"FBI Photo B13",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
120,"FBI Photo B14",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
121,"FBI Photo B15",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
122,"FBI Photo B16",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
123,"FBI Photo B17",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
124,"FBI Photo B18",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
125,"FBI Photo B19",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
126,"FBI Photo B2",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
127,"FBI Photo B20",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
128,"FBI Photo B21",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
129,"FBI Photo B22",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
130,"FBI Photo B23",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
131,"FBI Photo B24",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
132,"FBI Photo B3",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
133,"FBI Photo B4",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
134,"FBI Photo B5",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
135,"FBI Photo B6",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
136,"FBI Photo B7",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
137,"FBI Photo B8",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
138,"FBI Photo B9",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
139,"NASA-UAP-D1, Apollo 12 Transcript, 1969",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
140,"NASA-UAP-D2, Apollo 17 Transcript, 1972",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
141,"NASA-UAP-D4, Apollo 11 Technical Crew Debriefing, 1969",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
142,"NASA-UAP-D5, Apollo 17 Crew Debriefing for Science, 1973",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
143,"NASA-UAP-D6, Apollo 17 Technical Crew Debriefing, 1973",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
144,"NASA-UAP-D7, Skylab Techincal Crew Debriefing 1973",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
145,"NASA-UAP-VM1, Apollo 12, 1969",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
146,"NASA-UAP-VM2, Apollo 12, 1969",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
147,"NASA-UAP-VM3, Apollo 12, 1969",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
148,"NASA-UAP-VM4, Apollo 12, 1969",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
149,"NASA-UAP-VM5, Apollo 12, 1969",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
150,"NASA-UAP-VM6, Apollo 17, 1972",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
151,"State Department UAP Cable 1, Papua New Guinea, January 28, 1985",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
152,"State Department UAP Cable 2, Kazakhstan, January 31, 1994",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
153,"State Department UAP Cable 3, Tbilisi, Georgia, October 30, 2001",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
154,"State Department UAP Cable 4, Ashgabat, Turkmenistan, November 5, 2004",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
155,"State Department UAP Cable 5, Mexico, September 16, 2003",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
156,"USPER Statement about UAP Sighting",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
157,"FBI September 2023 Sighting - Composite Sketch",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
158,"FBI September 2023 Sighting - Serial 3",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
159,"FBI September 2023 Sighting - Serial 4",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
160,"FBI September 2023 Sighting - Serial 5",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
161,"Western US Event",military_notam_training_flares_drones,not_queryable_public_historical_source_missing,"public NOTAM/training-source candidate","Not fetched: requires historical NOTAM/training/flares/drone range data, exact time/location, and often restricted military sources."
17,"18_100754_ General 1946-7_Vol_2",reentry_debris_recent_decay,source_unavailable_html_response,"CelesTrak recent decays feed","CelesTrak recently-decayed page returned HTML through the public endpoint, not machine-readable JSON in this run. Historical reentry/debris checks remain unavailable from this unauthenticated source; use Space-Track/Aerospace/manual historical reentry database if credentials/source are available."
18,18_6369445_General_1948_Vol_1,reentry_debris_recent_decay,source_unavailable_html_response,"CelesTrak recent decays feed","CelesTrak recently-decayed page returned HTML through the public endpoint, not machine-readable JSON in this run. Historical reentry/debris checks remain unavailable from this unauthenticated source; use Space-Track/Aerospace/manual historical reentry database if credentials/source are available."
20,"NASA-UAP-D3, Gemini 7 Transcript, 1965",reentry_debris_recent_decay,source_unavailable_html_response,"CelesTrak recent decays feed","CelesTrak recently-decayed page returned HTML through the public endpoint, not machine-readable JSON in this run. Historical reentry/debris checks remain unavailable from this unauthenticated source; use Space-Track/Aerospace/manual historical reentry database if credentials/source are available."
21,"NASA-UAP-D3A, Gemini 7 Audio Excerpt, 1965",reentry_debris_recent_decay,source_unavailable_html_response,"CelesTrak recent decays feed","CelesTrak recently-decayed page returned HTML through the public endpoint, not machine-readable JSON in this run. Historical reentry/debris checks remain unavailable from this unauthenticated source; use Space-Track/Aerospace/manual historical reentry database if credentials/source are available."
22,"331_120752_Numeric_Files_1944–1945_37153_German_Armament_Equipment_Documents",reentry_debris_recent_decay,source_unavailable_html_response,"CelesTrak recent decays feed","CelesTrak recently-decayed page returned HTML through the public endpoint, not machine-readable JSON in this run. Historical reentry/debris checks remain unavailable from this unauthenticated source; use Space-Track/Aerospace/manual historical reentry database if credentials/source are available."
23,341_110448_Records_Relating_to_the_Collection_and_Dissemination_of_Intelligence_1948-1955-TS_CONT_No.2_2-5300-2-5399,reentry_debris_recent_decay,source_unavailable_html_response,"CelesTrak recent decays feed","CelesTrak recently-decayed page returned HTML through the public endpoint, not machine-readable JSON in this run. Historical reentry/debris checks remain unavailable from this unauthenticated source; use Space-Track/Aerospace/manual historical reentry database if credentials/source are available."
24,"341_110677_Numerical_File,_5-2500",reentry_debris_recent_decay,source_unavailable_html_response,"CelesTrak recent decays feed","CelesTrak recently-decayed page returned HTML through the public endpoint, not machine-readable JSON in this run. Historical reentry/debris checks remain unavailable from this unauthenticated source; use Space-Track/Aerospace/manual historical reentry database if credentials/source are available."
25,"342_HS1-416511228_319.1 Flying Discs 1949",reentry_debris_recent_decay,source_unavailable_html_response,"CelesTrak recent decays feed","CelesTrak recently-decayed page returned HTML through the public endpoint, not machine-readable JSON in this run. Historical reentry/debris checks remain unavailable from this unauthenticated source; use Space-Track/Aerospace/manual historical reentry database if credentials/source are available."
29,"59_214434_SP 16 [7.18.1963]",reentry_debris_recent_decay,source_unavailable_html_response,"CelesTrak recent decays feed","CelesTrak recently-decayed page returned HTML through the public endpoint, not machine-readable JSON in this run. Historical reentry/debris checks remain unavailable from this unauthenticated source; use Space-Track/Aerospace/manual historical reentry database if credentials/source are available."
30,59_64634_711.5612[7-2852,reentry_debris_recent_decay,source_unavailable_html_response,"CelesTrak recent decays feed","CelesTrak recently-decayed page returned HTML through the public endpoint, not machine-readable JSON in this run. Historical reentry/debris checks remain unavailable from this unauthenticated source; use Space-Track/Aerospace/manual historical reentry database if credentials/source are available."
31,65_HS1-101634279_100-DE-18221_Serial_844,reentry_debris_recent_decay,source_unavailable_html_response,"CelesTrak recent decays feed","CelesTrak recently-decayed page returned HTML through the public endpoint, not machine-readable JSON in this run. Historical reentry/debris checks remain unavailable from this unauthenticated source; use Space-Track/Aerospace/manual historical reentry database if credentials/source are available."
32,65_HS1-101634279_100-DE-26505,reentry_debris_recent_decay,source_unavailable_html_response,"CelesTrak recent decays feed","CelesTrak recently-decayed page returned HTML through the public endpoint, not machine-readable JSON in this run. Historical reentry/debris checks remain unavailable from this unauthenticated source; use Space-Track/Aerospace/manual historical reentry database if credentials/source are available."
35,"DOW-UAP-D10, Mission Report, Middle East, May 2022",reentry_debris_recent_decay,source_unavailable_html_response,"CelesTrak recent decays feed","CelesTrak recently-decayed page returned HTML through the public endpoint, not machine-readable JSON in this run. Historical reentry/debris checks remain unavailable from this unauthenticated source; use Space-Track/Aerospace/manual historical reentry database if credentials/source are available."
36,"DOW-UAP-D12, Mission Report, Iraq, May 2022",reentry_debris_recent_decay,source_unavailable_html_response,"CelesTrak recent decays feed","CelesTrak recently-decayed page returned HTML through the public endpoint, not machine-readable JSON in this run. Historical reentry/debris checks remain unavailable from this unauthenticated source; use Space-Track/Aerospace/manual historical reentry database if credentials/source are available."
37,"DOW-UAP-D14, Mission Report, Iraq, May 2022",reentry_debris_recent_decay,source_unavailable_html_response,"CelesTrak recent decays feed","CelesTrak recently-decayed page returned HTML through the public endpoint, not machine-readable JSON in this run. Historical reentry/debris checks remain unavailable from this unauthenticated source; use Space-Track/Aerospace/manual historical reentry database if credentials/source are available."
38,"DOW-UAP-D16, Mission Report, Syria, July 2022",reentry_debris_recent_decay,source_unavailable_html_response,"CelesTrak recent decays feed","CelesTrak recently-decayed page returned HTML through the public endpoint, not machine-readable JSON in this run. Historical reentry/debris checks remain unavailable from this unauthenticated source; use Space-Track/Aerospace/manual historical reentry database if credentials/source are available."
39,"DOW-UAP-D18, Mission Report, Iraq, December 2022",reentry_debris_recent_decay,source_unavailable_html_response,"CelesTrak recent decays feed","CelesTrak recently-decayed page returned HTML through the public endpoint, not machine-readable JSON in this run. Historical reentry/debris checks remain unavailable from this unauthenticated source; use Space-Track/Aerospace/manual historical reentry database if credentials/source are available."
40,"DOW-UAP-D19, Mission Report, Syria, February 21, 2023",reentry_debris_recent_decay,source_unavailable_html_response,"CelesTrak recent decays feed","CelesTrak recently-decayed page returned HTML through the public endpoint, not machine-readable JSON in this run. Historical reentry/debris checks remain unavailable from this unauthenticated source; use Space-Track/Aerospace/manual historical reentry database if credentials/source are available."
41,"DOW-UAP-D20, Mission Report, Iraq, 2023",reentry_debris_recent_decay,source_unavailable_html_response,"CelesTrak recent decays feed","CelesTrak recently-decayed page returned HTML through the public endpoint, not machine-readable JSON in this run. Historical reentry/debris checks remain unavailable from this unauthenticated source; use Space-Track/Aerospace/manual historical reentry database if credentials/source are available."
42,"DOW-UAP-D23, Mission Report, United Arab Emirates, October 2023",reentry_debris_recent_decay,source_unavailable_html_response,"CelesTrak recent decays feed","CelesTrak recently-decayed page returned HTML through the public endpoint, not machine-readable JSON in this run. Historical reentry/debris checks remain unavailable from this unauthenticated source; use Space-Track/Aerospace/manual historical reentry database if credentials/source are available."
43,"DOW-UAP-D23, Mission Report, United Arab Emirates, October 2023",reentry_debris_recent_decay,source_unavailable_html_response,"CelesTrak recent decays feed","CelesTrak recently-decayed page returned HTML through the public endpoint, not machine-readable JSON in this run. Historical reentry/debris checks remain unavailable from this unauthenticated source; use Space-Track/Aerospace/manual historical reentry database if credentials/source are available."
44,"DOW-UAP-D25, Mission Report, Greece, January 2024",reentry_debris_recent_decay,source_unavailable_html_response,"CelesTrak recent decays feed","CelesTrak recently-decayed page returned HTML through the public endpoint, not machine-readable JSON in this run. Historical reentry/debris checks remain unavailable from this unauthenticated source; use Space-Track/Aerospace/manual historical reentry database if credentials/source are available."
45,"DOW-UAP-D27, Mission Report, United Arab Emirates, October 2023",reentry_debris_recent_decay,source_unavailable_html_response,"CelesTrak recent decays feed","CelesTrak recently-decayed page returned HTML through the public endpoint, not machine-readable JSON in this run. Historical reentry/debris checks remain unavailable from this unauthenticated source; use Space-Track/Aerospace/manual historical reentry database if credentials/source are available."
46,"DOW-UAP-D28, Mission Report, Iraq, September 2024",reentry_debris_recent_decay,source_unavailable_html_response,"CelesTrak recent decays feed","CelesTrak recently-decayed page returned HTML through the public endpoint, not machine-readable JSON in this run. Historical reentry/debris checks remain unavailable from this unauthenticated source; use Space-Track/Aerospace/manual historical reentry database if credentials/source are available."
48,"DOW-UAP-D32, Mission Report, Syria, October 2024",reentry_debris_recent_decay,source_unavailable_html_response,"CelesTrak recent decays feed","CelesTrak recently-decayed page returned HTML through the public endpoint, not machine-readable JSON in this run. Historical reentry/debris checks remain unavailable from this unauthenticated source; use Space-Track/Aerospace/manual historical reentry database if credentials/source are available."
49,"DOW-UAP-D32, Mission Report, Syria, October 2024",reentry_debris_recent_decay,source_unavailable_html_response,"CelesTrak recent decays feed","CelesTrak recently-decayed page returned HTML through the public endpoint, not machine-readable JSON in this run. Historical reentry/debris checks remain unavailable from this unauthenticated source; use Space-Track/Aerospace/manual historical reentry database if credentials/source are available."
50,"DOW-UAP-D32, Mission Report, Syria, October 2024",reentry_debris_recent_decay,source_unavailable_html_response,"CelesTrak recent decays feed","CelesTrak recently-decayed page returned HTML through the public endpoint, not machine-readable JSON in this run. Historical reentry/debris checks remain unavailable from this unauthenticated source; use Space-Track/Aerospace/manual historical reentry database if credentials/source are available."
51,"DOW-UAP-D33, Mission Report, Greece, October 2023",reentry_debris_recent_decay,source_unavailable_html_response,"CelesTrak recent decays feed","CelesTrak recently-decayed page returned HTML through the public endpoint, not machine-readable JSON in this run. Historical reentry/debris checks remain unavailable from this unauthenticated source; use Space-Track/Aerospace/manual historical reentry database if credentials/source are available."
52,"DOW-UAP-D35, Mission Report, Greece, October 2023",reentry_debris_recent_decay,source_unavailable_html_response,"CelesTrak recent decays feed","CelesTrak recently-decayed page returned HTML through the public endpoint, not machine-readable JSON in this run. Historical reentry/debris checks remain unavailable from this unauthenticated source; use Space-Track/Aerospace/manual historical reentry database if credentials/source are available."
53,"DOW-UAP-D38, Range Fouler Debrief, Middle East, May 2020",reentry_debris_recent_decay,source_unavailable_html_response,"CelesTrak recent decays feed","CelesTrak recently-decayed page returned HTML through the public endpoint, not machine-readable JSON in this run. Historical reentry/debris checks remain unavailable from this unauthenticated source; use Space-Track/Aerospace/manual historical reentry database if credentials/source are available."
55,"DOW-UAP-D42, Range Fouler Debrief, Japan, 2023",reentry_debris_recent_decay,source_unavailable_html_response,"CelesTrak recent decays feed","CelesTrak recently-decayed page returned HTML through the public endpoint, not machine-readable JSON in this run. Historical reentry/debris checks remain unavailable from this unauthenticated source; use Space-Track/Aerospace/manual historical reentry database if credentials/source are available."
56,"DOW-UAP-D44, Range Fouler Reporting Form, Gulf of Aden, October 2020",reentry_debris_recent_decay,source_unavailable_html_response,"CelesTrak recent decays feed","CelesTrak recently-decayed page returned HTML through the public endpoint, not machine-readable JSON in this run. Historical reentry/debris checks remain unavailable from this unauthenticated source; use Space-Track/Aerospace/manual historical reentry database if credentials/source are available."
57,"DOW-UAP-D48, Department of the Air Force Report, 1996",reentry_debris_recent_decay,source_unavailable_html_response,"CelesTrak recent decays feed","CelesTrak recently-decayed page returned HTML through the public endpoint, not machine-readable JSON in this run. Historical reentry/debris checks remain unavailable from this unauthenticated source; use Space-Track/Aerospace/manual historical reentry database if credentials/source are available."
58,"DOW-UAP-D49, Launch Summary, Vandenberg AFB, 2000",reentry_debris_recent_decay,source_unavailable_html_response,"CelesTrak recent decays feed","CelesTrak recently-decayed page returned HTML through the public endpoint, not machine-readable JSON in this run. Historical reentry/debris checks remain unavailable from this unauthenticated source; use Space-Track/Aerospace/manual historical reentry database if credentials/source are available."
60,"DOW-UAP-D50, Email Correspondence, INDOPACOM, April 2025",reentry_debris_recent_decay,source_unavailable_html_response,"CelesTrak recent decays feed","CelesTrak recently-decayed page returned HTML through the public endpoint, not machine-readable JSON in this run. Historical reentry/debris checks remain unavailable from this unauthenticated source; use Space-Track/Aerospace/manual historical reentry database if credentials/source are available."
61,"DOW-UAP-D51, Email Correspondence, Pacific Time Zone, March 2023",reentry_debris_recent_decay,source_unavailable_html_response,"CelesTrak recent decays feed","CelesTrak recently-decayed page returned HTML through the public endpoint, not machine-readable JSON in this run. Historical reentry/debris checks remain unavailable from this unauthenticated source; use Space-Track/Aerospace/manual historical reentry database if credentials/source are available."
62,"DOW-UAP-D52, Email Correspondance, NA, August 2024",reentry_debris_recent_decay,source_unavailable_html_response,"CelesTrak recent decays feed","CelesTrak recently-decayed page returned HTML through the public endpoint, not machine-readable JSON in this run. Historical reentry/debris checks remain unavailable from this unauthenticated source; use Space-Track/Aerospace/manual historical reentry database if credentials/source are available."
64,"DOW-UAP-D55, Mission Report, Syria, November 2016",reentry_debris_recent_decay,source_unavailable_html_response,"CelesTrak recent decays feed","CelesTrak recently-decayed page returned HTML through the public endpoint, not machine-readable JSON in this run. Historical reentry/debris checks remain unavailable from this unauthenticated source; use Space-Track/Aerospace/manual historical reentry database if credentials/source are available."
65,"DOW-UAP-D56, Range Fouler Debrief, Arabian Sea, August 2020",reentry_debris_recent_decay,source_unavailable_html_response,"CelesTrak recent decays feed","CelesTrak recently-decayed page returned HTML through the public endpoint, not machine-readable JSON in this run. Historical reentry/debris checks remain unavailable from this unauthenticated source; use Space-Track/Aerospace/manual historical reentry database if credentials/source are available."
66,"DOW-UAP-D57, Range Fouler Reporting Form, Gulf of Aden, September 2020",reentry_debris_recent_decay,source_unavailable_html_response,"CelesTrak recent decays feed","CelesTrak recently-decayed page returned HTML through the public endpoint, not machine-readable JSON in this run. Historical reentry/debris checks remain unavailable from this unauthenticated source; use Space-Track/Aerospace/manual historical reentry database if credentials/source are available."
67,"DOW-UAP-D58, Range Fouler Debrief, NA, October 2020",reentry_debris_recent_decay,source_unavailable_html_response,"CelesTrak recent decays feed","CelesTrak recently-decayed page returned HTML through the public endpoint, not machine-readable JSON in this run. Historical reentry/debris checks remain unavailable from this unauthenticated source; use Space-Track/Aerospace/manual historical reentry database if credentials/source are available."
69,"DOW-UAP-D60, Mission Report, Arabian Gulf, August 2020",reentry_debris_recent_decay,source_unavailable_html_response,"CelesTrak recent decays feed","CelesTrak recently-decayed page returned HTML through the public endpoint, not machine-readable JSON in this run. Historical reentry/debris checks remain unavailable from this unauthenticated source; use Space-Track/Aerospace/manual historical reentry database if credentials/source are available."
70,"DOW-UAP-D61, Mission Report, Arabian Gulf, August 2020",reentry_debris_recent_decay,source_unavailable_html_response,"CelesTrak recent decays feed","CelesTrak recently-decayed page returned HTML through the public endpoint, not machine-readable JSON in this run. Historical reentry/debris checks remain unavailable from this unauthenticated source; use Space-Track/Aerospace/manual historical reentry database if credentials/source are available."
71,"DOW-UAP-D62, Mission Report, Strait of Hormuz, September 2020",reentry_debris_recent_decay,source_unavailable_html_response,"CelesTrak recent decays feed","CelesTrak recently-decayed page returned HTML through the public endpoint, not machine-readable JSON in this run. Historical reentry/debris checks remain unavailable from this unauthenticated source; use Space-Track/Aerospace/manual historical reentry database if credentials/source are available."
